Gene	Symbol	nTx	tTx	Score	Sign
124460	SNX20	uc002egk.2	uc010vgp.1	0.0646488310394743	Mutual exclusion
129285	KLRAQ1	uc002rwm.2	uc010yok.1	0.064512371577653	Mutual exclusion
57348	TTYH1	uc002qfq.2	uc002qfr.2	0.0644202852431751	Mutual exclusion
127700	OSCP1	uc001caq.2	uc001car.2	0.0643805327334169	Mutual exclusion
9217	VAPB	uc002xza.2	uc002xzc.2	0.0643665074474764	Mutual exclusion
473	RERE	uc001apd.2	uc001apf.2	0.0643495327223116	Mutual exclusion
79868	ALG13	uc004epi.1	uc011mta.1	0.0643495327223116	Mutual exclusion
10500	SEMA6C	uc001ewu.2	uc001eww.2	0.0641187801586262	Mutual exclusion
79656	BEND5	uc001crx.3	uc001crw.3	0.0636486110491077	Mutual exclusion
79657	RPAP3	uc001rpr.2	uc001rps.2	0.0635625264254461	Mutual exclusion
6729	SRP54	uc001wso.2	uc010tpp.1	0.0634862575211067	Mutual exclusion
55147	RBM23	uc001whg.2	uc001whk.1	0.0634769010288722	Mutual exclusion
80148	PQLC1	uc002lnl.2	uc010xfm.1	0.0632993913783753	Mutual exclusion
3437	IFIT3	uc001kgf.2	uc001kgg.2	0.0632693334031909	Mutual exclusion
6289	SAA2	uc001mnz.3	uc009yhj.2	0.0632074623753673	Mutual exclusion
23324	MAN2B2	uc003gjf.1	uc003gje.1	0.0631775428218645	Mutual exclusion
26275	HIBCH	uc002uru.2	uc002urv.2	0.0631047967385469	Mutual exclusion
132660	LIN54	uc003hnx.3	uc010iju.2	0.0629462626205264	Mutual exclusion
83877	TM2D2	uc003xmk.2	uc003xml.2	0.0627264276882844	Mutual exclusion
90550	CCDC109A	uc001jtc.2	uc001jtd.2	0.0627107354950357	Mutual exclusion
10956	OS9	uc001spn.2	uc010sry.1	0.0625869470332989	Mutual exclusion
56673	C11orf16	uc001mhb.3	uc001mhc.3	0.0625869470332989	Mutual exclusion
118471	PRAP1	uc001lmr.2	uc001lmp.2	0.0624924482043632	Mutual exclusion
199870	FAM76A	uc001boq.2	uc010ofm.1	0.0622568039399731	Mutual exclusion
2070	EYA4	uc003qee.3	uc003qed.3	0.0622289999209414	Mutual exclusion
11015	KDELR3	uc003avv.2	uc003avu.2	0.0622126998719891	Mutual exclusion
373156	GSTK1	uc003wci.2	uc011ksz.1	0.0621479067488443	Mutual exclusion
51564	HDAC7	uc001rqj.3	uc001rqe.2	0.0618419447492285	Mutual exclusion
56904	SH3GLB2	uc004bwv.2	uc004bww.2	0.0617951256754463	Mutual exclusion
55573	CDV3	uc003epr.2	uc003epq.2	0.0617321593311304	Mutual exclusion
8721	EDF1	uc004cjt.1	uc004cju.1	0.061678804138318	Mutual exclusion
117177	RAB3IP	uc001svm.2	uc001svt.2	0.0615643190194448	Mutual exclusion
4234	METTL1	uc010ssd.1	uc009zqc.2	0.0615221060180074	Mutual exclusion
3735	KARS	uc002feq.2	uc002fer.2	0.0615113886784655	Mutual exclusion
113791	PIK3IP1	uc003akm.2	uc011alo.1	0.0614268614211448	Mutual exclusion
64924	SLC30A5	uc003jvh.2	uc003jvg.2	0.0613899131827912	Mutual exclusion
64399	HHIP	uc003ijs.1	uc003ijr.1	0.0612041475769121	Mutual exclusion
3621	ING1	uc001vrf.2	uc001vrg.2	0.0609434040492004	Mutual exclusion
10057	ABCC5	uc003fmg.2	uc010hxn.2	0.0608720984407408	Mutual exclusion
8837	CFLAR	uc002uxd.3	uc002uxf.2	0.0608065195029345	Mutual exclusion
55603	FAM46A	uc003pjg.2	uc003pjf.2	0.0608021407666884	Mutual exclusion
6925	TCF4	uc002lfw.3	uc010dph.1	0.0608012364167394	Mutual exclusion
80017	C14orf159	uc001xyw.2	uc001xze.2	0.0606857516735749	Mutual exclusion
6646	SOAT1	uc001gml.2	uc010pni.1	0.0606668884507621	Mutual exclusion
114884	OSBPL10	uc003cev.2	uc011axf.1	0.0606138024664723	Mutual exclusion
90522	YIF1B	uc002oib.2	uc002ohz.2	0.0606102034571089	Mutual exclusion
51744	CD244	uc001fxa.2	uc009wtr.2	0.0606024260860235	Mutual exclusion
55607	PPP1R9A	uc003unr.2	uc011kif.1	0.0606024260860235	Mutual exclusion
57449	PLEKHG5	uc010nzr.1	uc001anm.1	0.0606024260860235	Mutual exclusion
6582	SLC22A2	uc003qtf.2	uc003qth.1	0.0604720960107123	Mutual exclusion
2534	FYN	uc003pvi.2	uc003pvj.2	0.0604079589655094	Mutual exclusion
92521	CYTSB	uc002gwv.2	uc002gws.2	0.0602803422475058	Mutual exclusion
22797	TFEC	uc003vhj.1	uc003vhk.1	0.0602610287670401	Mutual exclusion
8631	SKAP1	uc002ini.1	uc002inj.1	0.0602610287670401	Mutual exclusion
51043	ZBTB7B	uc010peq.1	uc001fgk.3	0.0601431593104423	Mutual exclusion
54985	HCFC1R1	uc002csx.1	uc002csz.1	0.0601391103079217	Mutual exclusion
64837	KLC2	uc001ohc.2	uc001ohd.2	0.0601306095760817	Mutual exclusion
63898	SH2D4A	uc003wzb.2	uc011kym.1	0.0600923937850768	Mutual exclusion
26273	FBXO3	uc001muz.2	uc001mva.1	0.0600883041386023	Mutual exclusion
29068	ZBTB44	uc001qgb.3	uc001qfz.2	0.0600883041386023	Mutual exclusion
121441	NEDD1	uc001teu.3	uc001tex.2	0.059967732355158	Mutual exclusion
84902	CCDC123	uc002nty.2	uc002ntx.2	0.0597581769615698	Mutual exclusion
51631	LUC7L2	uc003vux.2	uc011kqt.1	0.0593258008203457	Mutual exclusion
3720	JARID2	uc003nbj.2	uc011div.1	0.0592945308263414	Mutual exclusion
23774	BRD1	uc011arh.1	uc003biu.3	0.059032356733348	Mutual exclusion
55357	TBC1D2	uc011lvb.1	uc004ayr.2	0.059032356733348	Mutual exclusion
29855	UBN1	uc002cyb.2	uc010uxw.1	0.0590115849617327	Mutual exclusion
94031	HTRA3	uc003gla.2	uc003gkz.2	0.0589265513699732	Mutual exclusion
56063	C1orf91	uc001buq.3	uc009vub.1	0.0587721963165793	Mutual exclusion
6688	SPI1	uc001nfb.1	uc001nfc.1	0.0587176586956531	Mutual exclusion
221935	SDK1	uc003smx.2	uc003smz.2	0.0586620034074298	Mutual exclusion
10432	RBM14	uc001oit.2	uc009yri.2	0.0586049312189048	Mutual exclusion
25843	MOBKL3	uc002uun.3	uc010fsn.2	0.0584987642238699	Mutual exclusion
55432	YOD1	uc001hfe.1	uc001hff.1	0.0584198019410093	Mutual exclusion
84901	NFATC2IP	uc002dru.2	uc010vdh.1	0.05819989447162	Mutual exclusion
965	CD58	uc001egm.2	uc010owy.1	0.05819989447162	Mutual exclusion
4179	CD46	uc001hgm.2	uc001hgh.2	0.058186580718254	Mutual exclusion
5579	PRKCB	uc002dme.2	uc002dmd.2	0.0581742958943377	Mutual exclusion
56647	BCCIP	uc001ljd.3	uc001ljb.3	0.0581132537271139	Mutual exclusion
50863	NTM	uc001qgm.2	uc001qgq.2	0.0579116511207956	Mutual exclusion
10260	DENND4A	uc002api.2	uc002aph.2	0.0579093440172207	Mutual exclusion
113622	ADPRHL1	uc001vtp.1	uc001vtq.1	0.0578516640981327	Mutual exclusion
10044	SH2D3C	uc004bsa.2	uc011mak.1	0.0577555346257496	Mutual exclusion
56257	MEPCE	uc003uuw.2	uc003uuv.2	0.0575786897705997	Mutual exclusion
8372	HYAL3	uc003czd.1	uc003czf.1	0.0574970447581581	Mutual exclusion
114294	LACTB	uc002alw.2	uc002alv.2	0.057401055298644	Mutual exclusion
84436	ZNF528	uc002pzh.2	uc002pzi.2	0.0573770020449196	Mutual exclusion
93436	ARMC6	uc002nle.2	uc002nld.2	0.0573528085519523	Mutual exclusion
10600	USP16	uc002ymx.2	uc011acm.1	0.0573497863135582	Mutual exclusion
1908	EDN3	uc002yar.2	uc002yas.2	0.0573497863135582	Mutual exclusion
60492	CCDC90B	uc001pae.2	uc001paf.2	0.0572982385201404	Mutual exclusion
255743	NPNT	uc011cfd.1	uc011cff.1	0.0572954039544321	Mutual exclusion
9064	MAP3K6	uc001bny.1	uc009vsw.1	0.0572954039544321	Mutual exclusion
4222	MEOX1	uc002ieb.2	uc002iea.2	0.0572467252570796	Mutual exclusion
163059	ZNF433	uc002msy.1	uc002msz.1	0.057238553109307	Mutual exclusion
54832	VPS13C	uc002aha.2	uc002agz.2	0.0571817733228625	Mutual exclusion
55101	ATP5SL	uc002oqw.1	uc002oqz.1	0.0571333309840501	Mutual exclusion
84330	ZNF414	uc002mkf.2	uc002mke.3	0.0569845908547475	Mutual exclusion
84619	ZGPAT	uc002ygk.2	uc002ygm.2	0.0568340589474443	Mutual exclusion
81611	ANP32E	uc001etw.2	uc010pbu.1	0.0565059987779784	Mutual exclusion
27113	BBC3	uc010eky.2	uc010ekz.2	0.0562642785954483	Mutual exclusion
29887	SNX10	uc003sxx.2	uc010kuw.2	0.0561159419789313	Mutual exclusion
399909	PCNXL3	uc001oey.2	uc001oez.2	0.0561052644065621	Mutual exclusion
56850	GRIPAP1	uc004dly.1	uc004dma.2	0.0560815450252887	Mutual exclusion
6520	SLC3A2	uc001nwg.2	uc001nwd.2	0.0560086253824488	Mutual exclusion
55323	LARP6	uc002ass.2	uc002ast.2	0.0559634926942517	Mutual exclusion
6560	SLC12A4	uc002euz.2	uc010vkj.1	0.0558974055316281	Mutual exclusion
56666	PANX2	uc003bjn.3	uc003bjp.3	0.0556600662391506	Mutual exclusion
4050	LTB	uc003nul.2	uc003nuk.2	0.0556432833269042	Mutual exclusion
9184	BUB3	uc001lhd.2	uc001lhe.2	0.0556432833269042	Mutual exclusion
9590	AKAP12	uc003qoe.2	uc003qof.2	0.0556432833269042	Mutual exclusion
3614	IMPDH1	uc011kol.1	uc003vmt.2	0.0555800428786486	Mutual exclusion
132884	EVC2	uc003gij.2	uc003gik.2	0.0555687094830623	Mutual exclusion
23095	KIF1B	uc001aqw.3	uc001aqx.3	0.0555687094830623	Mutual exclusion
4179	CD46	uc001hgi.2	uc001hgh.2	0.0555501680432208	Mutual exclusion
3164	NR4A1	uc001rzt.2	uc010sno.1	0.0554468694596676	Mutual exclusion
8737	RIPK1	uc003mux.2	uc011dhs.1	0.055330021376554	Mutual exclusion
2618	GART	uc002yrx.2	uc002ysa.2	0.0553206400547524	Mutual exclusion
57506	MAVS	uc002wjw.3	uc002wjx.3	0.0552223988344668	Mutual exclusion
9738	CP110	uc002dgk.3	uc002dgl.3	0.0552155820095164	Mutual exclusion
5360	PLTP	uc002xqn.1	uc010zxj.1	0.0551577720110831	Mutual exclusion
56034	PDGFC	uc003iph.1	uc011cis.1	0.0550475663309054	Mutual exclusion
4850	CNOT4	uc003vss.2	uc003vsv.1	0.055009506468168	Mutual exclusion
51005	AMDHD2	uc002cqq.2	uc002cqp.2	0.0549958615291415	Mutual exclusion
54509	RHOF	uc001ubb.2	uc001ubd.3	0.0549016421431656	Mutual exclusion
64794	DDX31	uc004cbq.1	uc010mzu.1	0.0546676079088823	Mutual exclusion
6118	RPA2	uc001bpe.1	uc001bpd.1	0.0546198880702878	Mutual exclusion
11252	PACSIN2	uc003bdg.3	uc003bdf.3	0.0545726948056855	Mutual exclusion
857	CAV1	uc003vih.2	uc003vif.1	0.0545203498996604	Mutual exclusion
9991	ROD1	uc004bfw.2	uc004bfy.2	0.0544407682185378	Mutual exclusion
7049	TGFBR3	uc001doh.2	uc001doj.2	0.0542217541750577	Mutual exclusion
4012	LNPEP	uc003kmv.1	uc003kmw.1	0.0540076735613962	Mutual exclusion
57670	KIAA1549	uc011kqi.1	uc011kqk.1	0.0539902296077026	Mutual exclusion
5519	PPP2R1B	uc001plx.1	uc010rwi.1	0.0539202199694411	Mutual exclusion
55738	ARFGAP1	uc002yem.2	uc002yen.2	0.0538688094575492	Mutual exclusion
92292	GLYATL1	uc001nnj.1	uc001nnh.1	0.0537958323840786	Mutual exclusion
196441	ZFC3H1	uc001swo.2	uc001swp.2	0.0536852859178553	Mutual exclusion
10675	CSPG5	uc003crn.2	uc003cro.3	0.0536312276388178	Mutual exclusion
64780	MICAL1	uc003ptj.2	uc011eaq.1	0.0535789696757216	Mutual exclusion
65988	ZNF747	uc002dyo.1	uc002dyn.2	0.0535361177674978	Mutual exclusion
9815	GIT2	uc001tps.2	uc001tpw.2	0.05330515050347	Mutual exclusion
26751	SH3YL1	uc002qvy.2	uc010ewe.2	0.0531379964979036	Mutual exclusion
64769	MEAF6	uc001cbg.1	uc001cbe.1	0.0531151207343914	Mutual exclusion
10363	HMG20A	uc002bcs.2	uc002bcq.1	0.0530921675062469	Mutual exclusion
124739	USP43	uc002gma.3	uc002gmc.3	0.0530198092208052	Mutual exclusion
83549	UCK1	uc004cay.2	uc010mzk.2	0.0529393329299534	Mutual exclusion
84460	ZMAT1	uc004eim.2	uc011mrl.1	0.0528986168031139	Mutual exclusion
23624	CBLC	uc002ozs.2	uc010ejt.2	0.0528357900986086	Mutual exclusion
10644	IGF2BP2	uc003fpo.2	uc010hyl.2	0.0527991804517097	Mutual exclusion
151742	PPM1L	uc003fdr.2	uc003fdt.2	0.0527769102970786	Mutual exclusion
23710	GABARAPL1	uc001qxs.2	uc010shb.1	0.0527597741999164	Mutual exclusion
5929	RBBP5	uc001hbu.1	uc001hbv.1	0.0526923309436785	Mutual exclusion
27247	NFU1	uc002sfk.2	uc002sfm.2	0.0526221146187131	Mutual exclusion
3516	RBPJ	uc003gry.1	uc003gsb.1	0.0526030407498144	Mutual exclusion
23513	SCRIB	uc003yzp.1	uc003yzo.1	0.0525742001007491	Mutual exclusion
83544	DNAL1	uc001xoq.3	uc010aru.2	0.0523919560937463	Mutual exclusion
90557	CCDC74A	uc002ttb.2	uc002tta.2	0.0523614654983607	Mutual exclusion
1583	CYP11A1	uc002axs.2	uc002axt.2	0.0523577618278601	Mutual exclusion
7337	UBE3A	uc001zaq.2	uc001zat.2	0.0523577618278601	Mutual exclusion
10060	ABCC9	uc001rfi.1	uc001rfh.2	0.0522385774148334	Mutual exclusion
2676	GFRA3	uc003lcn.2	uc003lco.2	0.0522384186641472	Mutual exclusion
4659	PPP1R12A	uc001syz.2	uc001sza.2	0.0519649338804614	Mutual exclusion
122704	MRPL52	uc001wgw.3	uc001wha.3	0.0519147120548011	Mutual exclusion
64116	SLC39A8	uc003hwc.2	uc003hwa.1	0.0518542820428505	Mutual exclusion
54675	CRLS1	uc002wmn.3	uc010gbr.2	0.051773386715957	Mutual exclusion
226	ALDOA	uc002dwc.2	uc010veg.1	0.0517360031357415	Mutual exclusion
7552	ZNF711	uc004eeo.2	uc004eeq.2	0.0517343912513931	Mutual exclusion
1716	DGUOK	uc002sjx.2	uc002sjy.2	0.0515491683334989	Mutual exclusion
497661	C18orf32	uc002ldl.2	uc002ldm.1	0.0514937199374686	Mutual exclusion
125170	SMCR7	uc002gst.2	uc002gsu.2	0.0514693413413405	Mutual exclusion
817	CAMK2D	uc003ibi.2	uc003ibj.2	0.0513371112666987	Mutual exclusion
90427	BMF	uc001zkw.2	uc001zku.2	0.0513080627083529	Mutual exclusion
3704	ITPA	uc002wid.2	uc002wie.2	0.0512341644218488	Mutual exclusion
2553	GABPB1	uc001zyb.2	uc001zye.2	0.0512304764944349	Mutual exclusion
55313	CPPED1	uc002dca.3	uc002dcb.3	0.0512304764944349	Mutual exclusion
23595	ORC3L	uc003pmh.2	uc011dzp.1	0.0512205798849883	Mutual exclusion
5884	RAD17	uc003jwh.2	uc003jwo.2	0.0511002853663638	Mutual exclusion
283742	FAM98B	uc001zkb.1	uc001zkc.2	0.0510671934694229	Mutual exclusion
91445	RNF185	uc003akb.2	uc003ake.2	0.0509942806959847	Mutual exclusion
79586	CHPF	uc010zlh.1	uc002vmc.3	0.0508455160212424	Mutual exclusion
3688	ITGB1	uc001iws.3	uc001iwr.3	0.0508365612224954	Mutual exclusion
10658	CELF1	uc001nfr.1	uc001nfo.1	0.0507821610910286	Mutual exclusion
5979	RET	uc001jal.2	uc001jak.1	0.0507748692111169	Mutual exclusion
84940	CORO6	uc002hel.2	uc002hem.2	0.0507567625967929	Mutual exclusion
8495	PPFIBP2	uc010rbe.1	uc001mfl.3	0.0506249507377784	Mutual exclusion
116159	CYYR1	uc002ymd.2	uc002yme.2	0.0506030424077044	Mutual exclusion
1479	CSTF3	uc001muh.2	uc001muj.2	0.0503761705459898	Mutual exclusion
6885	MAP3K7	uc003pob.1	uc003poc.1	0.0503675157972548	Mutual exclusion
10956	OS9	uc001spn.2	uc010srz.1	0.0503462676016939	Mutual exclusion
10330	CNPY2	uc001sku.1	uc001skv.2	0.0503066567099499	Mutual exclusion
8878	SQSTM1	uc003mkw.3	uc011dgr.1	0.0501666094657301	Mutual exclusion
8751	ADAM15	uc001fgw.1	uc001fgu.1	0.0500776402446531	Mutual exclusion
4241	MFI2	uc003fxk.3	uc003fxl.3	0.0499798509390162	Mutual exclusion
2191	FAP	uc002ucd.2	uc010fpd.2	0.0499734372517198	Mutual exclusion
8650	NUMB	uc001xob.1	uc010ttz.1	0.0499734372517198	Mutual exclusion
8623	ASMTL	uc004cpx.1	uc011mhf.1	0.0499577109892889	Mutual exclusion
9895	TECPR2	uc001ylw.1	uc010awl.2	0.0499244033643725	Mutual exclusion
7041	TGFB1I1	uc002ecd.1	uc002ece.1	0.0498273418594086	Mutual exclusion
247	ALOX15B	uc002gju.2	uc002gjv.2	0.0497979352002556	Mutual exclusion
8462	KLF11	uc002raf.1	uc010yjc.1	0.0497924310637557	Mutual exclusion
57509	MTUS1	uc011kyg.1	uc003wxs.2	0.0496355846468572	Mutual exclusion
23373	CRTC1	uc002nkb.3	uc010ebv.2	0.0496228886044249	Mutual exclusion
51321	AMZ2	uc002jgv.1	uc002jgw.1	0.0493783713603366	Mutual exclusion
9589	WTAP	uc003qsn.2	uc003qsl.2	0.0493261539168933	Mutual exclusion
2235	FECH	uc002lgq.3	uc002lgp.3	0.0492891559912019	Mutual exclusion
51135	IRAK4	uc001rnt.3	uc010sky.1	0.0492255283823437	Mutual exclusion
55916	NXT2	uc004eof.1	uc004eog.1	0.0492022454914546	Mutual exclusion
56947	MFF	uc002vot.2	uc002voz.2	0.0490202264007378	Mutual exclusion
460	ASTN1	uc001glc.2	uc001gld.1	0.0489872947075904	Mutual exclusion
7305	TYROBP	uc002ocn.2	uc002ocm.2	0.048982744116318	Mutual exclusion
115992	RNF166	uc002flk.2	uc002fll.2	0.0489514818792402	Mutual exclusion
54843	SYTL2	uc001pbb.2	uc001paw.2	0.0488714957368511	Mutual exclusion
91860	CALML4	uc002arb.2	uc002arc.2	0.0488714957368511	Mutual exclusion
2833	CXCR3	uc004eaf.2	uc011mpx.1	0.0488075391418185	Mutual exclusion
57143	ADCK1	uc001xui.2	uc001xuj.2	0.0485787898327328	Mutual exclusion
354	KLK3	uc002pts.1	uc002ptr.1	0.0485608386908549	Mutual exclusion
55536	CDCA7L	uc003svf.3	uc010kul.2	0.0485482367997222	Mutual exclusion
84064	HDHD2	uc002lcs.2	uc002lct.2	0.0483955409666188	Mutual exclusion
29841	GRHL1	uc002raa.2	uc002rad.2	0.0483886018354103	Mutual exclusion
4287	ATXN3	uc001yac.3	uc001yad.3	0.0483355855484793	Mutual exclusion
2926	GRSF1	uc010iia.1	uc003hfs.2	0.0483331661071332	Mutual exclusion
7458	EIF4H	uc003uae.1	uc003uad.1	0.0482645766628589	Mutual exclusion
22861	NLRP1	uc002gcg.1	uc002gcj.2	0.048257405098634	Mutual exclusion
57716	PRX	uc002onr.2	uc002ons.2	0.0481980068656884	Mutual exclusion
55695	NSUN5	uc003txv.2	uc003txw.2	0.048176964684088	Mutual exclusion
25822	DNAJB5	uc003zvt.2	uc011los.1	0.0481374430813435	Mutual exclusion
140459	ASB6	uc004byf.1	uc004byg.1	0.0481339884841204	Mutual exclusion
64241	ABCG8	uc002rtq.2	uc010yoa.1	0.0481339884841204	Mutual exclusion
9971	NR1H4	uc001thp.1	uc010svk.1	0.0481339884841204	Mutual exclusion
1635	DCTD	uc003ivg.2	uc003ivf.2	0.0480670695529886	Mutual exclusion
3993	LLGL2	uc002joh.2	uc010dgf.1	0.0480438551060507	Mutual exclusion
158787	RIBC1	uc011mog.1	uc004dsk.2	0.0479960666191677	Mutual exclusion
5908	RAP1B	uc001suc.2	uc010sti.1	0.0479911050097452	Mutual exclusion
6314	ATXN7	uc010hnv.2	uc011bfn.1	0.0479831799372459	Mutual exclusion
6688	SPI1	uc001nfc.1	uc001nfb.1	0.0479793928327631	Mutual exclusion
5329	PLAUR	uc002oxf.1	uc002oxd.1	0.0476890416545868	Mutual exclusion
255101	CCDC108	uc002vjl.1	uc002vjn.2	0.0476827445857886	Mutual exclusion
112479	ERI2	uc010bwh.2	uc002dhu.1	0.0476426220374307	Mutual exclusion
3661	IRF3	uc002pou.2	uc002pot.1	0.04755034352025	Mutual exclusion
2999	GZMH	uc001wpr.1	uc010aly.1	0.0475383699180994	Mutual exclusion
8650	NUMB	uc001xnz.1	uc010ttz.1	0.0474885078077752	Mutual exclusion
6498	SKIL	uc003fgu.2	uc011bps.1	0.0473830488474125	Mutual exclusion
2157	F8	uc004fmt.2	uc004fms.2	0.0472222288189494	Mutual exclusion
5174	PDZK1	uc001eon.1	uc010oza.1	0.0472222288189494	Mutual exclusion
834	CASP1	uc010rvj.1	uc010rvg.1	0.0472222288189494	Mutual exclusion
6560	SLC12A4	uc002euz.2	uc010ceu.2	0.0470602819268829	Mutual exclusion
11130	ZWINT	uc001jjx.1	uc001jjy.1	0.0469837878731381	Mutual exclusion
10600	USP16	uc002ymy.2	uc011acm.1	0.0469278262011294	Mutual exclusion
84307	ZNF397	uc010dmp.2	uc002kyi.2	0.0469099401720916	Mutual exclusion
26576	SRPK3	uc004fin.2	uc004fil.2	0.0468473141737354	Mutual exclusion
3216	HOXB6	uc002ins.1	uc002int.1	0.0468460534104985	Mutual exclusion
905	CCNT2	uc002tuc.1	uc002tub.1	0.0468120180154838	Mutual exclusion
51466	EVL	uc001ygu.2	uc001ygt.2	0.0466991770739824	Mutual exclusion
4232	MEST	uc003vqg.2	uc003vqd.2	0.0463956897672241	Mutual exclusion
1740	DLG2	uc010rsw.1	uc001pai.2	0.0463297785709806	Mutual exclusion
8799	PEX11B	uc001eny.1	uc010oyu.1	0.0463208531908694	Mutual exclusion
93099	DMKN	uc002nzk.3	uc002oab.3	0.0463000196529692	Mutual exclusion
6672	SP100	uc002vqq.1	uc002vqt.2	0.0462414827249089	Mutual exclusion
5858	PZP	uc001qvl.2	uc009zgl.2	0.0460901261980341	Mutual exclusion
64793	CCDC21	uc001blr.2	uc001bls.1	0.0460706632907821	Mutual exclusion
9497	SLC4A7	uc010hfl.2	uc003cdu.3	0.0460706632907821	Mutual exclusion
7982	ST7	uc003vio.2	uc003vin.2	0.0460431713901114	Mutual exclusion
79573	TTC13	uc001huf.3	uc001hug.3	0.045842212854801	Mutual exclusion
4793	NFKBIB	uc002ojy.2	uc002ojw.2	0.0458001159457165	Mutual exclusion
29781	NCAPH2	uc003blr.3	uc003blq.3	0.045783319352564	Mutual exclusion
30	ACAA1	uc003cht.2	uc003chu.2	0.0457225499369866	Mutual exclusion
131669	UROC1	uc003eiz.1	uc010hsi.1	0.0457194306979377	Mutual exclusion
2261	FGFR3	uc003gdu.2	uc003gdr.3	0.0457194306979377	Mutual exclusion
23648	SSBP3	uc001cxg.2	uc001cxf.2	0.0457194306979377	Mutual exclusion
6452	SH3BP2	uc003gfi.3	uc011bvp.1	0.0457194306979377	Mutual exclusion
79710	MORC4	uc004emw.3	uc004emv.3	0.0457194306979377	Mutual exclusion
83856	FSD1L	uc004bcq.2	uc004bcp.2	0.0456857902476365	Mutual exclusion
5685	PSMA4	uc002bdu.3	uc002bdv.3	0.0456398367447608	Mutual exclusion
55683	KIAA1310	uc002swn.3	uc002swh.3	0.0455233064180886	Mutual exclusion
7518	XRCC4	uc003kib.2	uc003kid.2	0.0453825745217583	Mutual exclusion
83692	CD99L2	uc004fel.2	uc011myb.1	0.0453504666490613	Mutual exclusion
252969	NEIL2	uc003wue.2	uc011kxd.1	0.0453474992285856	Mutual exclusion
80344	DCAF11	uc001wlv.2	uc001wmb.3	0.0452041842100844	Mutual exclusion
7187	TRAF3	uc001ymc.1	uc010txy.1	0.0451987586647726	Mutual exclusion
11278	KLF12	uc001vjf.2	uc001vjg.3	0.0451972823311643	Mutual exclusion
6520	SLC3A2	uc001nwg.2	uc001nwb.2	0.0450957956274925	Mutual exclusion
8455	ATRN	uc002wim.2	uc002wil.2	0.0450861652182391	Mutual exclusion
5170	PDPK1	uc002cqs.2	uc010bsn.2	0.0449862715848694	Mutual exclusion
80755	AARSD1	uc002icc.2	uc002icd.2	0.044932457806874	Mutual exclusion
116447	TOP1MT	uc003yxz.2	uc011lke.1	0.0448868163148816	Mutual exclusion
3749	KCNC4	uc001dzh.2	uc001dzg.2	0.0448611712863814	Mutual exclusion
5155	PDGFB	uc003axf.2	uc003axe.2	0.0448514911669541	Mutual exclusion
146057	TTBK2	uc001zqo.2	uc001zqp.2	0.0448497232617691	Mutual exclusion
57718	PPP4R4	uc001ycs.1	uc001ycr.2	0.0448014739173245	Mutual exclusion
55218	EXD2	uc001xkv.2	uc001xky.2	0.0447932311924858	Mutual exclusion
26959	HBP1	uc003veb.1	uc003vea.2	0.0447446263100785	Mutual exclusion
5313	PKLR	uc001fka.3	uc001fkb.3	0.0447167328807441	Mutual exclusion
80896	NPL	uc001gpp.3	uc009wyc.2	0.0446602216380186	Mutual exclusion
150864	FAM117B	uc010zhx.1	uc010zhw.1	0.044592598876257	Mutual exclusion
51317	PHF21A	uc001ncc.3	uc001ncb.3	0.0444408241025335	Mutual exclusion
253959	RALGAPA1	uc001wtj.2	uc001wti.2	0.0443854510274094	Mutual exclusion
9851	KIAA0753	uc002gde.3	uc010vte.1	0.0443854510274094	Mutual exclusion
2258	FGF13	uc004fan.2	uc011mwj.1	0.0441550265548302	Mutual exclusion
147965	FAM98C	uc002oin.1	uc002oio.1	0.0441016657559131	Mutual exclusion
410	ARSA	uc003bnc.3	uc003bna.3	0.0440205407681818	Mutual exclusion
79651	RHBDF2	uc002jrp.1	uc002jrq.1	0.0439797537207074	Mutual exclusion
5910	RAP1GDS1	uc003htx.3	uc003hua.3	0.0438197525446851	Mutual exclusion
3320	HSP90AA1	uc001yku.3	uc001ykv.3	0.0437233829768101	Mutual exclusion
394	ARHGAP5	uc001wrl.2	uc001wro.2	0.0437233829768101	Mutual exclusion
65980	BRD9	uc003jbq.2	uc011cmb.1	0.0436363365201166	Mutual exclusion
976	CD97	uc002mym.2	uc002myn.2	0.0436179218458901	Mutual exclusion
6158	RPL28	uc010yga.1	uc002qkw.1	0.0434797483319631	Mutual exclusion
114883	OSBPL9	uc001cst.2	uc001csz.2	0.0433853979241992	Mutual exclusion
26127	FGFR1OP2	uc001rhm.2	uc001rhn.2	0.043368549165009	Mutual exclusion
58484	NLRC4	uc002roi.2	uc010ezt.1	0.0431913523116387	Mutual exclusion
115752	DIS3L	uc002app.2	uc010bho.2	0.0429379189148458	Mutual exclusion
84720	PIGO	uc003zwd.2	uc003zwf.2	0.0429162066294538	Mutual exclusion
1107	CHD3	uc002gjd.2	uc002gje.2	0.0428702957499256	Mutual exclusion
23522	MYST4	uc001jwo.1	uc001jwn.1	0.0424825087712855	Mutual exclusion
3903	LAIR1	uc002qfk.1	uc002qfn.1	0.0424825087712855	Mutual exclusion
9473	C1orf38	uc001bpc.3	uc001bpa.2	0.0424678585135886	Mutual exclusion
10811	NOXA1	uc004cmv.2	uc004cmu.2	0.0424675635420707	Mutual exclusion
7080	NKX2-1	uc001wtt.2	uc001wtu.2	0.0424331611755535	Mutual exclusion
