Gene	Symbol	nTx	tTx	Score	Sign
51684	SUFU	uc001kvy.1	uc001kvx.2	0.0152891078878259	Mutual exclusion
3614	IMPDH1	uc003vmv.2	uc003vmt.2	0.0152553199369852	Mutual exclusion
5265	SERPINA1	uc001yda.1	uc001ycx.3	0.0152553199369852	Mutual exclusion
54834	GDAP2	uc001ehf.2	uc001ehg.2	0.0152553199369852	Mutual exclusion
9915	ARNT2	uc002bfs.2	uc002bfr.2	0.0152553199369852	Mutual exclusion
23576	DDAH1	uc001dlb.2	uc001dlc.2	0.0150141439594468	Mutual exclusion
56912	IFT46	uc001ptp.1	uc001pto.1	0.0150141439594468	Mutual exclusion
80313	LRRC27	uc010quv.1	uc001llf.2	0.0150141439594468	Mutual exclusion
23005	MAPKBP1	uc001zoj.3	uc010bci.2	0.0148915554013449	Mutual exclusion
9577	BRE	uc002rls.2	uc002rlq.2	0.0148915554013449	Mutual exclusion
60386	SLC25A19	uc002jnu.3	uc010dge.2	0.014890474701651	Mutual exclusion
10669	CGREF1	uc002riq.2	uc010eys.1	0.0148902693106729	Mutual exclusion
64073	C19orf33	uc002ohv.1	uc002ohu.1	0.0148745253177286	Mutual exclusion
57213	C13orf1	uc001vdl.2	uc001vdm.2	0.0148607491388727	Mutual exclusion
11264	PXMP4	uc002wzv.2	uc002wzw.2	0.0148059717018065	Mutual exclusion
25852	ARMC8	uc011bmg.1	uc003erx.2	0.0148059717018065	Mutual exclusion
2948	GSTM4	uc001dyh.2	uc009wfj.2	0.0148059717018065	Mutual exclusion
3566	IL4R	uc002don.2	uc002dop.3	0.0148059717018065	Mutual exclusion
64428	NARFL	uc002cjr.2	uc002cjq.2	0.0148059717018065	Mutual exclusion
84146	ZNF644	uc001dnw.2	uc001dnv.2	0.0148059717018065	Mutual exclusion
8805	TRIM24	uc003vub.2	uc003vuc.2	0.0148059717018065	Mutual exclusion
89780	WNT3A	uc001hrq.1	uc001hrp.1	0.0148059717018065	Mutual exclusion
117178	SSX2IP	uc001dkj.2	uc010osa.1	0.0148006128319426	Mutual exclusion
605	BCL7A	uc001ubp.2	uc001ubo.2	0.0148006128319426	Mutual exclusion
80017	C14orf159	uc001xyx.2	uc010atu.1	0.0147232568207062	Mutual exclusion
9053	MAP7	uc011edf.1	uc003qgz.2	0.0147232568207062	Mutual exclusion
55216	C11orf57	uc001pmt.3	uc001pmv.3	0.0147118164276256	Mutual exclusion
79634	SCRN3	uc002uiq.2	uc010zen.1	0.0146829061983956	Mutual exclusion
80352	RNF39	uc003npe.2	uc003npd.2	0.0146805515890187	Mutual exclusion
79671	NLRX1	uc001pvx.2	uc001pvv.2	0.0146320216686715	Mutual exclusion
3612	IMPA1	uc003ych.2	uc011lfq.1	0.0146292774179009	Mutual exclusion
1154	CISH	uc003dax.2	uc010hlq.2	0.0146187662471547	Mutual exclusion
2242	FES	uc002bpv.2	uc002bpx.2	0.0144297154226412	Mutual exclusion
90522	YIF1B	uc002oib.2	uc002ohy.2	0.0144297154226412	Mutual exclusion
23481	PES1	uc003aij.1	uc003aik.1	0.0144239979003324	Mutual exclusion
55188	RIC8B	uc001tlx.2	uc001tly.2	0.0143967218903788	Mutual exclusion
221476	PI16	uc003ona.2	uc003omz.1	0.0143018739296627	Mutual exclusion
3034	HAL	uc010suw.1	uc001tem.1	0.0143018739296627	Mutual exclusion
5252	PHF1	uc003oeh.2	uc003oei.2	0.0143018739296627	Mutual exclusion
6622	SNCA	uc003hsp.2	uc010ikt.2	0.0143018739296627	Mutual exclusion
79039	DDX54	uc001tup.2	uc001tuq.3	0.0143018739296627	Mutual exclusion
79174	CRELD2	uc003bja.2	uc010haj.2	0.0143018739296627	Mutual exclusion
51599	LSR	uc002nym.2	uc002nyp.2	0.0142990523115279	Mutual exclusion
54861	SNRK	uc003cms.3	uc003cmu.2	0.0142559608776825	Mutual exclusion
121457	IKBIP	uc001tfx.2	uc001tfw.2	0.0142404391146102	Mutual exclusion
2982	GUCY1A3	uc010iqc.2	uc003ioy.2	0.0142404391146102	Mutual exclusion
3590	IL11RA	uc011loq.1	uc003zvj.2	0.0142404391146102	Mutual exclusion
51251	NT5C3	uc003tdj.2	uc003tdk.2	0.0142404391146102	Mutual exclusion
51652	VPS24	uc002srk.2	uc002srj.2	0.0142404391146102	Mutual exclusion
54625	PARP14	uc003efq.3	uc003efr.2	0.0142404391146102	Mutual exclusion
5910	RAP1GDS1	uc003htw.3	uc003hua.3	0.0142404391146102	Mutual exclusion
60677	CELF6	uc002auh.2	uc010ukl.1	0.0142404391146102	Mutual exclusion
7020	TFAP2A	uc003myt.2	uc003myq.2	0.0142404391146102	Mutual exclusion
8242	KDM5C	uc004dsa.2	uc004drz.2	0.0142404391146102	Mutual exclusion
84930	MASTL	uc001itm.2	uc001itl.2	0.0142404391146102	Mutual exclusion
9149	DYRK1B	uc002omk.2	uc002omj.2	0.0142404391146102	Mutual exclusion
9497	SLC4A7	uc003cdu.3	uc010hfl.2	0.0142404391146102	Mutual exclusion
51596	CUTA	uc003oen.1	uc003oej.1	0.0142281606768744	Mutual exclusion
23637	RABGAP1	uc011lzh.1	uc004bnm.1	0.0142104207843013	Mutual exclusion
6508	SLC4A3	uc002vmp.3	uc002vmo.3	0.0142104207843013	Mutual exclusion
79665	DHX40	uc002ixn.1	uc010woe.1	0.0142104207843013	Mutual exclusion
834	CASP1	uc001pim.3	uc010rvi.1	0.0142104207843013	Mutual exclusion
29101	SSU72	uc001agd.2	uc001age.1	0.0140322731358732	Mutual exclusion
29126	CD274	uc003zje.2	uc003zjf.2	0.0139797419066705	Mutual exclusion
84529	C15orf41	uc001zjd.2	uc010uci.1	0.0139656561368242	Mutual exclusion
3082	HGF	uc003uhl.2	uc003uhn.1	0.0139243203463862	Mutual exclusion
80746	TSEN2	uc003bxb.2	uc003bxa.2	0.0139243203463862	Mutual exclusion
51043	ZBTB7B	uc010peq.1	uc001fgl.3	0.0137640052693083	Mutual exclusion
51596	CUTA	uc003oej.1	uc003oen.1	0.0137640052693083	Mutual exclusion
152137	CCDC50	uc003fsw.2	uc003fsv.2	0.0137218987321026	Mutual exclusion
941	CD80	uc003ecq.2	uc010hqt.1	0.0137218987321026	Mutual exclusion
3140	MR1	uc001goq.1	uc001gor.1	0.0136950270839226	Mutual exclusion
2957	GTF2A1	uc001xvf.1	uc001xvg.1	0.0136669019750182	Mutual exclusion
2534	FYN	uc003pvh.2	uc003pvi.2	0.0136654115234602	Mutual exclusion
9400	RECQL5	uc010dgl.2	uc002jpa.3	0.0136654115234602	Mutual exclusion
148738	HFE2	uc001enk.2	uc001enl.2	0.0136438806665464	Mutual exclusion
6580	SLC22A1	uc003qtc.2	uc003qtd.2	0.0136438806665464	Mutual exclusion
5664	PSEN2	uc009xeo.1	uc009xep.1	0.0136429231445375	Mutual exclusion
11118	BTN3A2	uc003nhp.2	uc011dke.1	0.0136426936183122	Mutual exclusion
90557	CCDC74A	uc002tta.2	uc002ttb.2	0.0136031763709163	Mutual exclusion
2009	EML1	uc001ygs.2	uc001ygr.2	0.0135720707374432	Mutual exclusion
361	AQP4	uc002kvz.2	uc002kwa.2	0.0135720707374432	Mutual exclusion
4286	MITF	uc003doe.2	uc003dod.2	0.0135720707374432	Mutual exclusion
5001	ORC5L	uc003vcb.2	uc003vcc.2	0.0135720707374432	Mutual exclusion
65258	MPPE1	uc002kqf.2	uc002kqn.2	0.0135720707374432	Mutual exclusion
8412	BCAR3	uc001dpy.2	uc001dqa.2	0.0135720707374432	Mutual exclusion
9295	SFRS11	uc001det.2	uc001des.2	0.0135720707374432	Mutual exclusion
9317	PTER	uc001ioi.1	uc009xjp.1	0.0135720707374432	Mutual exclusion
57587	KIAA1430	uc003ixf.3	uc003ixg.2	0.0135578590167371	Mutual exclusion
64708	COPS7B	uc002vsg.1	uc002vsi.1	0.0135543520257906	Mutual exclusion
84126	ATRIP	uc003ctf.1	uc011bbj.1	0.0135366340370113	Mutual exclusion
7067	THRA	uc002htv.2	uc002htx.2	0.0135295544161092	Mutual exclusion
54619	CCNJ	uc010qoq.1	uc001klm.2	0.0135170796269846	Mutual exclusion
23210	JMJD6	uc002jso.2	uc002jsn.1	0.0135152046317378	Mutual exclusion
4809	NHP2L1	uc003bav.2	uc003baw.2	0.0134292150299551	Mutual exclusion
25941	C18orf10	uc002kzw.1	uc002kzx.1	0.0133868486746321	Mutual exclusion
196527	ANO6	uc001roo.2	uc010slg.1	0.0133639615579814	Mutual exclusion
4799	NFX1	uc003zso.2	uc003zsq.2	0.0133639615579814	Mutual exclusion
83737	ITCH	uc002xak.2	uc010zuj.1	0.0133342858592841	Mutual exclusion
9633	MTL5	uc009ysi.1	uc001ood.1	0.0132916055370028	Mutual exclusion
79583	TMEM231	uc002fem.2	uc002fek.2	0.0131704256845156	Mutual exclusion
114876	OSBPL1A	uc002kvd.2	uc010xbc.1	0.0131091686601462	Mutual exclusion
10172	ZNF256	uc002qqu.2	uc010euj.2	0.0130998386634182	Mutual exclusion
63910	SLC17A9	uc002yea.3	uc002ydz.3	0.0130658290599464	Mutual exclusion
1632	DCI	uc002cpr.2	uc002cps.2	0.0130411280763859	Mutual exclusion
26960	NBEA	uc010tef.1	uc001uvd.2	0.0130370848184565	Mutual exclusion
10656	KHDRBS3	uc003yuv.2	uc003yuw.2	0.0130073599329516	Mutual exclusion
5936	RBM4	uc001oiw.1	uc009yrk.2	0.0130073599329516	Mutual exclusion
780	DDR1	uc003nrr.2	uc010jse.2	0.0130073599329516	Mutual exclusion
152002	C3orf21	uc003fum.3	uc003ful.2	0.0129877861495307	Mutual exclusion
5830	PEX5	uc001qsw.2	uc001qsv.2	0.0129877861495307	Mutual exclusion
26127	FGFR1OP2	uc001rhn.2	uc001rhl.2	0.0129553075888075	Mutual exclusion
5164	PDK2	uc002iqc.2	uc002iqb.2	0.0128223674168497	Mutual exclusion
64425	POLR1E	uc003zzy.1	uc003zzz.1	0.012796996905362	Mutual exclusion
153830	RNF145	uc003lxo.1	uc011ddz.1	0.0127579811173414	Mutual exclusion
4810	NHS	uc004cxy.2	uc004cxx.2	0.0127422887366453	Mutual exclusion
1211	CLTA	uc003zze.2	uc003zzd.2	0.012716244089816	Mutual exclusion
84866	TMEM25	uc010rye.1	uc009zad.2	0.0126619619385941	Mutual exclusion
55466	DNAJA4	uc002bdj.1	uc002bdk.2	0.0126473880713175	Mutual exclusion
221662	RBM24	uc003nbz.3	uc003nca.2	0.0126144349410637	Mutual exclusion
2258	FGF13	uc004fam.2	uc011mwj.1	0.0126144349410637	Mutual exclusion
23350	SR140	uc003evk.1	uc003evh.1	0.0126144349410637	Mutual exclusion
10903	MTMR11	uc001etm.1	uc010pbm.1	0.0125891273080207	Mutual exclusion
26140	TTLL3	uc003btj.3	uc003bti.3	0.0125891273080207	Mutual exclusion
3172	HNF4A	uc002xlz.2	uc002xlv.2	0.0125891273080207	Mutual exclusion
50856	CLEC4A	uc001qtz.1	uc009zga.1	0.0125891273080207	Mutual exclusion
78990	OTUB2	uc001yci.2	uc001ych.2	0.0125752997423188	Mutual exclusion
55667	DENND4C	uc003znq.2	uc003zns.2	0.0125398966648838	Mutual exclusion
26012	NELF	uc004cmz.2	uc004cnc.2	0.012528015018902	Mutual exclusion
26098	C10orf137	uc001liq.1	uc001lio.1	0.012528015018902	Mutual exclusion
43	ACHE	uc003uxi.2	uc003uxh.2	0.012528015018902	Mutual exclusion
5646	PRSS3	uc003ztj.3	uc003ztl.3	0.012528015018902	Mutual exclusion
898	CCNE1	uc002nso.2	uc002nsn.2	0.012528015018902	Mutual exclusion
92344	GORAB	uc001gha.2	uc001ghc.2	0.012528015018902	Mutual exclusion
9499	MYOT	uc011cyg.1	uc011cye.1	0.012528015018902	Mutual exclusion
782	CACNB1	uc002hrm.1	uc002hro.2	0.0124857115480597	Mutual exclusion
23029	RBM34	uc001hwn.2	uc010pxp.1	0.0123924194507374	Mutual exclusion
29079	MED4	uc001vby.1	uc010tgf.1	0.0123861750148528	Mutual exclusion
10134	BCAP31	uc011mza.1	uc004fid.2	0.0123738991800983	Mutual exclusion
162394	SLFN5	uc002hjf.3	uc002hje.2	0.0123738991800983	Mutual exclusion
4088	SMAD3	uc010ujs.1	uc010ujr.1	0.0123738991800983	Mutual exclusion
5141	PDE4A	uc002mol.2	uc002mom.2	0.0123738991800983	Mutual exclusion
80213	TM2D3	uc002bxj.2	uc002bxi.2	0.0123738991800983	Mutual exclusion
9139	CBFA2T2	uc002wze.1	uc002wzh.1	0.0123738991800983	Mutual exclusion
63922	CHTF18	uc002cke.3	uc002ckf.3	0.012364470765498	Mutual exclusion
285	ANGPT2	uc003wqk.3	uc010lri.2	0.0123594664876844	Mutual exclusion
8612	PPAP2C	uc002loi.2	uc002loh.2	0.0122728742578879	Mutual exclusion
7298	TYMS	uc010dka.1	uc010dkc.1	0.0122574782030119	Mutual exclusion
7884	SLBP	uc003gdi.1	uc003gdk.1	0.0122344564170113	Mutual exclusion
25894	PLEKHG4	uc002ess.3	uc010ceg.2	0.012233851718906	Mutual exclusion
983	CDK1	uc001jld.2	uc001jlg.2	0.0122296037207099	Mutual exclusion
4176	MCM7	uc003usv.1	uc003usw.1	0.0121765891267144	Mutual exclusion
11259	FILIP1L	uc003dtn.2	uc003dto.2	0.0121702591533843	Mutual exclusion
114769	CARD16	uc001pio.1	uc001pip.1	0.0121340539244848	Mutual exclusion
7001	PRDX2	uc002mvd.2	uc002mve.1	0.0120702929367342	Mutual exclusion
8761	PABPC4	uc001cdl.2	uc001cdm.2	0.0120569559463341	Mutual exclusion
1760	DMPK	uc002pdf.1	uc002pdh.1	0.0119972987599244	Mutual exclusion
5033	P4HA1	uc001jth.2	uc010qkb.1	0.0118681893890268	Mutual exclusion
8412	BCAR3	uc001dqa.2	uc001dpy.2	0.0118297639661883	Mutual exclusion
132158	GLYCTK	uc003ddp.1	uc003ddq.2	0.0117528434129525	Mutual exclusion
51385	ZNF589	uc003csl.3	uc010hjt.1	0.0117528434129525	Mutual exclusion
5308	PITX2	uc003iac.2	uc003iae.2	0.0117528434129525	Mutual exclusion
6399	TRAPPC2	uc010nel.1	uc010nem.1	0.0117528434129525	Mutual exclusion
253635	CCDC75	uc010ezz.2	uc002rpr.3	0.0117483128196242	Mutual exclusion
117177	RAB3IP	uc001svl.1	uc001svp.2	0.0117412516717896	Mutual exclusion
55615	PRR5	uc003bex.1	uc003bfb.1	0.0116851340983239	Mutual exclusion
28985	MCTS1	uc004esx.2	uc011mub.1	0.0116804720741421	Mutual exclusion
51593	SRRT	uc003uwz.2	uc003uxa.2	0.0116206125241423	Mutual exclusion
84074	QRICH2	uc002jrd.1	uc010dgw.1	0.0116206125241423	Mutual exclusion
283130	SLC25A45	uc001odp.1	uc001odq.1	0.0116028467469684	Mutual exclusion
1012	CDH13	uc002fgx.2	uc010chh.2	0.0115621190587709	Mutual exclusion
26468	LHX6	uc004blx.3	uc010mvw.2	0.0115621190587709	Mutual exclusion
2983	GUCY1B3	uc003ipc.2	uc010iqf.2	0.0115621190587709	Mutual exclusion
3984	LIMK1	uc003uaa.1	uc003uab.2	0.0115621190587709	Mutual exclusion
6185	RPN2	uc002xgq.2	uc002xgp.2	0.0115621190587709	Mutual exclusion
8439	NSMAF	uc003xtt.2	uc011lee.1	0.0115621190587709	Mutual exclusion
246175	CNOT6L	uc003hks.2	uc011ccd.1	0.0115524837009754	Mutual exclusion
7818	DAP3	uc001flr.2	uc010pgl.1	0.0115110270889195	Mutual exclusion
6158	RPL28	uc010yga.1	uc010yfz.1	0.0114415267169166	Mutual exclusion
1375	CPT1B	uc003bml.2	uc011asb.1	0.0114289120839325	Mutual exclusion
152992	C4orf23	uc003glh.1	uc003glf.1	0.0114289120839325	Mutual exclusion
2232	FDXR	uc002jly.2	uc002jlz.2	0.0114289120839325	Mutual exclusion
340706	VWA2	uc001lbl.1	uc009xyf.1	0.0114289120839325	Mutual exclusion
4595	MUTYH	uc001cnl.2	uc009vxo.2	0.0114289120839325	Mutual exclusion
55876	GSDMB	uc002htg.2	uc010cwj.2	0.0114289120839325	Mutual exclusion
84759	PCGF1	uc002slz.2	uc002sly.2	0.0114006107555999	Mutual exclusion
119392	C10orf78	uc001kxu.2	uc001kxs.2	0.0113399257569821	Mutual exclusion
6795	AURKC	uc002qoc.2	uc002qod.2	0.0113399257569821	Mutual exclusion
79171	RBM42	uc002oan.2	uc002oaq.2	0.0113399257569821	Mutual exclusion
81611	ANP32E	uc001etw.2	uc010pbv.1	0.0113399257569821	Mutual exclusion
132160	PPM1M	uc003ddg.3	uc003ddf.3	0.0113177605245328	Mutual exclusion
5607	MAP2K5	uc002aqu.2	uc002aqv.2	0.0112805537327869	Mutual exclusion
3692	EIF6	uc002xbx.1	uc002xbz.1	0.0111473607757977	Mutual exclusion
55856	ACOT13	uc003nek.2	uc010jpv.2	0.0110264042280433	Mutual exclusion
51155	HN1	uc002jna.1	uc002jmz.1	0.010987493352733	Mutual exclusion
58528	RRAGD	uc003pnd.3	uc010kcc.2	0.0109520566731635	Mutual exclusion
54971	BANP	uc002fkp.2	uc002fkq.2	0.0109487936795334	Mutual exclusion
8372	HYAL3	uc003czd.1	uc003czg.1	0.0109487936795334	Mutual exclusion
55839	CENPN	uc002ffx.2	uc002ffw.3	0.0109143624504672	Mutual exclusion
10244	RABEPK	uc004bpm.2	uc004bpj.2	0.0108919685415023	Mutual exclusion
80742	PRR3	uc003nqj.1	uc003nqi.1	0.0108919685415023	Mutual exclusion
23157	SEPT6	uc004ert.2	uc004ers.2	0.0108654944348827	Mutual exclusion
51192	CKLF	uc002eow.2	uc002eou.2	0.0108507257788196	Mutual exclusion
843	CASP10	uc002uxj.1	uc010fta.1	0.0108293043062153	Mutual exclusion
9013	TAF1C	uc010vny.1	uc010voa.1	0.0108293043062153	Mutual exclusion
2018	EMX2	uc001ldh.3	uc001ldi.3	0.0108081480485507	Mutual exclusion
5733	PTGER3	uc001dfq.2	uc001dfl.1	0.0108067549871929	Mutual exclusion
79874	RABEP2	uc002drq.2	uc010byn.2	0.0108067549871929	Mutual exclusion
340706	VWA2	uc001lbl.1	uc001lbk.1	0.0106799106847975	Mutual exclusion
5648	MASP1	uc003fri.2	uc003frk.1	0.0106580681820564	Mutual exclusion
81502	HM13	uc002wwe.2	uc002wwc.2	0.0106580681820564	Mutual exclusion
302	ANXA2	uc002agk.2	uc002agm.2	0.0106359604260032	Mutual exclusion
80174	DBF4B	uc002ihe.2	uc002ihf.2	0.0106359604260032	Mutual exclusion
1123	CHN1	uc002uji.2	uc002ujg.2	0.0106185951067894	Mutual exclusion
349565	NMNAT3	uc010hul.2	uc003etk.2	0.0106185951067894	Mutual exclusion
6726	SRP9	uc001hpg.2	uc001hph.2	0.010534671539117	Mutual exclusion
10462	CLEC10A	uc002gej.2	uc010clv.1	0.010465433678165	Mutual exclusion
1663	DDX11	uc001rjr.1	uc001rjs.1	0.010465433678165	Mutual exclusion
65123	INTS3	uc001fct.2	uc001fcw.2	0.010465433678165	Mutual exclusion
79982	DNAJB14	uc003hvl.2	uc003hvk.2	0.010465433678165	Mutual exclusion
26097	C1orf77	uc001fcn.1	uc001fcm.1	0.010299956639812	Mutual exclusion
3749	KCNC4	uc001dzh.2	uc001dzf.2	0.0102913962236001	Mutual exclusion
83989	FAM172A	uc010jbd.2	uc003kkm.3	0.0102187722683459	Mutual exclusion
83549	UCK1	uc004cay.2	uc004cba.2	0.010206952347729	Mutual exclusion
116113	FOXP4	uc003oql.2	uc003oqn.2	0.0102031587509497	Mutual exclusion
444	ASPH	uc003xun.2	uc011lej.1	0.0101509174433664	Mutual exclusion
65009	NDRG4	uc002enk.2	uc002enp.2	0.0101509174433664	Mutual exclusion
29086	C19orf62	uc002nfu.2	uc010xpl.1	0.0100472184381139	Mutual exclusion
26502	NARF	uc002kfg.3	uc002kfj.3	0.00999707262263633	Mutual exclusion
23201	FAM168A	uc001oty.1	uc009ytp.1	0.00997714623302606	Mutual exclusion
22932	POMZP3	uc003uft.2	uc003ufu.2	0.00992168750377117	Mutual exclusion
65056	GPBP1	uc003jrh.3	uc003jrk.3	0.00990447791161742	Mutual exclusion
64799	IQCH	uc002aqq.1	uc002aqp.1	0.00990144296259697	Mutual exclusion
133015	PACRGL	uc010iek.2	uc003gqa.2	0.00987075402629448	Mutual exclusion
1730	DIAPH2	uc004eft.3	uc004efu.3	0.00987075402629448	Mutual exclusion
29115	SAP30BP	uc002jpe.2	uc002jpf.2	0.00987075402629448	Mutual exclusion
4293	MAP3K9	uc001xmm.2	uc001xml.2	0.00987075402629448	Mutual exclusion
444	ASPH	uc011leg.1	uc003xun.2	0.00987075402629448	Mutual exclusion
54498	SMOX	uc002wkm.1	uc002wkl.1	0.00987075402629448	Mutual exclusion
6446	SGK1	uc011ecv.1	uc003qeo.3	0.00987075402629448	Mutual exclusion
8654	PDE5A	uc003idf.2	uc003idh.2	0.00987075402629448	Mutual exclusion
10921	RNPS1	uc002cpx.2	uc002cpw.2	0.00987075402629404	Mutual exclusion
143279	HECTD2	uc001khl.2	uc001khk.2	0.00987075402629404	Mutual exclusion
55339	WDR33	uc002tpg.1	uc002tph.1	0.00985797114600452	Mutual exclusion
112574	SNX18	uc003jpi.3	uc003jpj.3	0.00984255217025603	Mutual exclusion
23600	AMACR	uc003jig.2	uc003jij.2	0.00984255217025603	Mutual exclusion
340252	ZNF680	uc003tta.2	uc003ttb.2	0.00984255217025603	Mutual exclusion
3556	IL1RAP	uc003fsm.1	uc003fsl.2	0.00984255217025603	Mutual exclusion
4068	SH2D1A	uc004euf.3	uc004euh.3	0.00984255217025603	Mutual exclusion
5324	PLAG1	uc010lyj.2	uc003xsq.3	0.00984255217025603	Mutual exclusion
57758	SCUBE2	uc001mhj.1	uc001mhh.1	0.00984255217025603	Mutual exclusion
65979	PHACTR4	uc001bpy.2	uc001bpw.2	0.00984255217025603	Mutual exclusion
7739	ZNF185	uc004fgw.3	uc011myj.1	0.00984255217025603	Mutual exclusion
84893	FBXO18	uc001iis.2	uc001iit.2	0.00984255217025603	Mutual exclusion
8930	MBD4	uc003emj.1	uc003emh.1	0.00984255217025603	Mutual exclusion
55356	SLC22A15	uc001egb.3	uc001ega.2	0.00981234221358742	Mutual exclusion
353	APRT	uc002flw.2	uc002flv.2	0.0097503100489337	Mutual exclusion
284323	ZNF780A	uc010xvh.1	uc002omw.3	0.00974766689355236	Mutual exclusion
116071	BATF2	uc001ocf.1	uc001oce.1	0.0096975683834789	Mutual exclusion
2299	FOXI1	uc003mai.3	uc003maj.3	0.00967288274248422	Mutual exclusion
130617	ZFAND2B	uc002vka.2	uc010fwd.1	0.00965138567618083	Mutual exclusion
92979	MARCH9	uc001spx.1	uc001spy.2	0.00964468742546098	Mutual exclusion
202151	RANBP3L	uc011cow.1	uc003jkh.2	0.0095921698920248	Mutual exclusion
7444	VRK2	uc002rzp.2	uc002rzs.2	0.0095921698920248	Mutual exclusion
8455	ATRN	uc002wil.2	uc002wim.2	0.0095921698920248	Mutual exclusion
9317	PTER	uc001ioh.1	uc009xjp.1	0.00958454543258541	Mutual exclusion
90634	N4BP2L1	uc001uuc.2	uc001uud.2	0.00955486399382148	Mutual exclusion
23597	ACOT9	uc004dao.2	uc004dar.2	0.00952410867119479	Mutual exclusion
10133	OPTN	uc001ilz.1	uc001ilx.1	0.00945591569623387	Mutual exclusion
55695	NSUN5	uc003txv.2	uc003txx.2	0.00938037507025466	Mutual exclusion
201134	CCDC46	uc002jfm.2	uc002jfk.2	0.00932634781203534	Mutual exclusion
81929	SEH1L	uc002krr.2	uc002krq.2	0.00930364556453819	Mutual exclusion
548645	DNAJC25	uc004bfm.2	uc004bfl.2	0.00930002307796225	Mutual exclusion
2987	GUK1	uc010pvv.1	uc001hsi.2	0.0092161438669317	Mutual exclusion
51022	GLRX2	uc001gsz.1	uc001gta.1	0.00920611912018353	Mutual exclusion
127933	UHMK1	uc001gcc.1	uc009wuu.1	0.00919436593671774	Mutual exclusion
25791	NGEF	uc002vts.2	uc010fyg.1	0.00918830042300661	Mutual exclusion
84807	NFKBID	uc002oci.1	uc002och.1	0.00911596099345127	Mutual exclusion
10244	RABEPK	uc004bpk.2	uc004bpj.2	0.0090481289773971	Mutual exclusion
152002	C3orf21	uc003fuk.2	uc003fum.3	0.0090481289773971	Mutual exclusion
4828	NMB	uc002bla.2	uc002bkz.2	0.0090481289773971	Mutual exclusion
56834	GPR137	uc001nzi.2	uc010rnj.1	0.0090481289773971	Mutual exclusion
4135	MAP6	uc001owv.2	uc001owu.2	0.00901501810995097	Mutual exclusion
83787	ARMC10	uc003vaw.1	uc010lis.1	0.00901501810995097	Mutual exclusion
84897	TBRG1	uc001qaj.3	uc001qak.3	0.00901501810995097	Mutual exclusion
9649	RALGPS1	uc004bqo.1	uc011mac.1	0.00901501810995097	Mutual exclusion
5494	PPM1A	uc001xex.3	uc010apn.2	0.00901267879935678	Mutual exclusion
51389	RWDD1	uc003pxc.2	uc003pxd.2	0.00891132253779342	Mutual exclusion
2232	FDXR	uc002jly.2	uc010wri.1	0.00888415162759339	Mutual exclusion
23327	NEDD4L	uc002lhg.2	uc002lgz.2	0.00888158727923444	Mutual exclusion
51231	VRK3	uc002prk.1	uc002pri.1	0.00888158727923444	Mutual exclusion
54885	TBC1D8B	uc004emo.2	uc004emn.2	0.00888158727923444	Mutual exclusion
64288	ZNF323	uc003nlc.2	uc010jrb.2	0.00888158727923444	Mutual exclusion
54869	EPS8L1	uc002qis.3	uc002qiw.2	0.00879613829088132	Mutual exclusion
816	CAMK2B	uc003tku.2	uc003tkw.2	0.00879613829088132	Mutual exclusion
23647	ARFIP2	uc001mdl.2	uc010ral.1	0.00876265030840181	Mutual exclusion
79669	C3orf52	uc003dyq.3	uc011bht.1	0.00868617918509276	Mutual exclusion
83593	RASSF5	uc001hed.2	uc001hee.2	0.00868617918509276	Mutual exclusion
8531	CSDA	uc001qyu.2	uc001qyt.2	0.00868617918509276	Mutual exclusion
118788	PIK3AP1	uc001kmq.2	uc001kmo.2	0.00865712841536338	Mutual exclusion
246329	STAC3	uc001snp.2	uc001snq.2	0.00865712841536338	Mutual exclusion
3516	RBPJ	uc003gsa.1	uc003gry.1	0.00865712841536338	Mutual exclusion
6457	SH3GL3	uc002bjw.2	uc002bjx.2	0.00865712841536338	Mutual exclusion
727957	HEATR7A	uc003zbk.3	uc003zbl.3	0.00865712841536338	Mutual exclusion
79868	ALG13	uc004epi.1	uc011msz.1	0.00865712841536338	Mutual exclusion
861	RUNX1	uc002yuh.2	uc002yuj.3	0.00865712841536338	Mutual exclusion
8828	NRP2	uc002vav.2	uc002vay.2	0.00865712841536338	Mutual exclusion
9202	ZMYM4	uc009vuu.2	uc001byu.2	0.00865712841536338	Mutual exclusion
9848	MFAP3L	uc003isn.3	uc003isp.3	0.00856624383081142	Mutual exclusion
6819	SULT1C2	uc002tdy.2	uc002tdx.2	0.00856227143232949	Mutual exclusion
1386	ATF2	uc002ujm.2	uc002ujo.2	0.00851585092252948	Mutual exclusion
166824	RASSF6	uc003hhc.1	uc010iik.1	0.00851585092252948	Mutual exclusion
326624	RAB37	uc010wre.1	uc010wrc.1	0.00851585092252948	Mutual exclusion
637	BID	uc010grb.1	uc002zne.1	0.00851585092252948	Mutual exclusion
9540	TP53I3	uc002rey.1	uc002rex.1	0.00849662655503642	Mutual exclusion
11277	TREX1	uc010hjz.2	uc010hka.2	0.00848446559410402	Mutual exclusion
84287	ZDHHC16	uc001knn.2	uc001knm.2	0.00848446559410402	Mutual exclusion
54516	MTRF1L	uc003qpj.3	uc003qpi.3	0.00846604746131365	Mutual exclusion
347862	PDDC1	uc001lrc.2	uc001lrd.2	0.0084108954538864	Mutual exclusion
